row_type,username,email,role,dob,division,roll_no,course,department,subjects,experience,question_id,rating,teacher_email,comment,subject,description,status
QUESTION,,,,,,,,,,,18,,,,Time management,How well does the teacher manage class time and cover the syllabus?,active
QUESTION,,,,,,,,,,,19,,,,Innovation in teaching,How innovative are the teaching methods used by the teacher?,active
QUESTION,,,,,,,,,,,20,,,,Overall satisfaction,How satisfied are you overall with this teacher's performance?,active
SURVEY,,,,,,,,,,,3,4,aanya_malhotra56_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,3,5,vivaan.mishra53_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,16,5,priya.pawar27_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,8,3,richashah48_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,,,,,,,,,,15,3,mohammedgill36_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,,,,,,,,,,3,4,tanmaybhat96_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,8,5,vihaan.thakur2_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,15,4,shivanidas49_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,4,5,sahil_chatterjee49_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,11,2,sahil_chatterjee49_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,,,,,,,,,,19,4,neeraj.ghosh29_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,2,5,vihaan_pawar68_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,20,4,siddharth_pandey30_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,4,3,divya_mukherjee23_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,1,3,devkaur84_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,,,,,,,,,,9,3,piyush_roy98_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,14,2,riyaghosh90_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,,,,,,,,,,10,4,karangill89_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,6,1,sanya.mishra54_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,7,5,richashah48_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,15,4,prateekbanerjee1_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,3,2,sanyakhanna42_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,20,4,harsh.dutta10_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,17,4,aditya.more30_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,14,4,rashmi.deshmukh5_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,6,5,divya_mukherjee23_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,8,4,sahil_chatterjee49_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,11,5,shivani.ghosh92_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,19,1,sonali_saxena57_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,19,5,rupalkumar4_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,,,,,,,,,,18,2,pranav.more83_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,17,2,devkaur84_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,11,3,harshmalhotra12_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,8,4,gaurav_patel37_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,,,,,,,,,,9,2,aanyadutta41_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,15,2,devkaur84_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,,,,,,,,,,18,4,priya.pawar27_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,7,3,priya.pawar27_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,,,,,,,,,,13,2,prateekbanerjee1_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,,,,,,,,,,4,5,devkaur84_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,10,5,isha.shah98_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,14,3,neeraj.ghosh29_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,11,5,sanyakhanna42_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,18,5,nisha.roy42_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,6,4,neeraj.ghosh29_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,,,,,,,,,,14,4,siddharth_pandey30_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,11,3,sakshi_mishra23_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,15,4,ritvikjadhav71_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,,,,,,,,,,5,3,gaurav_patel37_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,,,,,,,,,,5,5,pranav.more83_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,,,,,,,,,,6,3,piyush.mukherjee46_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,7,3,riyaghosh90_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,9,5,ritvikjadhav71_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,4,2,priya.pawar27_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,18,1,parth.mehta71_t@college.edu,The teaching could be much better.,,,
SURVEY,,,,,,,,,,,13,5,riyaghosh90_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,16,5,vihaan.thakur2_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,1,3,rupalkumar4_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,,,,,,,,,,5,3,piyush_roy98_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,,,,,,,,,,7,2,piyush.mukherjee46_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,,,,,,,,,,20,5,mohammedgill36_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,20,2,piyush_roy98_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,19,5,shivanidas49_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,15,3,tanmaybhat96_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,,,,,,,,,,4,3,priya.pawar27_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,,,,,,,,,,3,5,sakshi_mishra23_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,7,3,rupalkumar4_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,,,,,,,,,,12,4,harsh.dutta10_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,20,5,vihaan_pawar68_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,14,5,aanyadutta41_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,15,5,devkaur84_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,,,,,,,,,,10,4,riyaghosh90_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,6,5,karangill89_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,5,5,piyush_roy98_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,9,4,aditya.more30_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,,,,,,,,,,12,4,mohammedgill36_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,3,5,piyush.mukherjee46_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,17,4,nishapandey33_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,15,4,piyush.mukherjee46_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,13,5,nishapandey33_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,16,4,priya.pawar27_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,,,,,,,,,,12,5,sahil_chatterjee49_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,8,5,devkaur84_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,19,2,devkaur84_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,19,4,sonali_saxena57_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,,,,,,,,,,17,1,ritvikjadhav71_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,,,,,,,,,,15,3,shivanidas49_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,,,,,,,,,,15,3,sanyakhanna42_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,7,4,tanmaybhat96_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,14,2,harsh.dutta10_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,,,,,,,,,,8,5,ritvikjadhav71_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,11,3,sanyagupta57_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,3,2,siddharth_pandey30_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,,,,,,,,,,1,5,gaurav_patel37_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,7,4,nishapandey33_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,9,4,rashmi.deshmukh5_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,9,1,piyush.mukherjee46_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,4,4,siddharth_pandey30_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,14,4,mohammedgill36_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,11,1,richashah48_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,,,,,,,,,,14,1,karangill89_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,8,5,riyaghosh90_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,10,2,shivanidas49_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,10,3,aanya_malhotra56_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,,,,,,,,,,10,4,parth.mehta71_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,,,,,,,,,,5,3,harsh.dutta10_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,13,1,gaurav_patel37_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,4,5,gaurav_patel37_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,17,3,prateekbanerjee1_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,,,,,,,,,,9,3,harsh.dutta10_t@college.edu,Could use more practical examples.,,,
SURVEY,,,,,,,,,,,10,4,pranav.more83_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,19,4,divya_mukherjee23_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,14,5,priya.pawar27_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,,,,,,,,,,15,3,prateekbanerjee1_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,,,,,,,,,,15,5,sonali_saxena57_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,4,4,siddharth_pandey30_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,4,4,richashah48_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,15,4,piyush_roy98_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,18,4,pranav.more83_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,2,1,vihaan_pawar68_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,12,3,harsh.dutta10_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,,,,,,,,,,7,5,harshmalhotra12_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,6,2,isha.shah98_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,,,,,,,,,,3,5,richashah48_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,,,,,,,,,,19,4,sahil_chatterjee49_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,,,,,,,,,,13,5,aanya_malhotra56_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,8,4,ritvikjadhav71_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,6,4,gaurav_patel37_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,19,5,shivanidas49_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,2,2,rupalkumar4_t@college.edu,The teaching could be much better.,,,
SURVEY,,,,,,,,,,,7,4,tanmaybhat96_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,17,3,priya.pawar27_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,,,,,,,,,,14,4,aanyadutta41_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,5,3,sahil_chatterjee49_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,,,,,,,,,,9,3,pranav.more83_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,,,,,,,,,,18,5,neeraj.ghosh29_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,1,4,divya_mukherjee23_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,6,4,aanya_malhotra56_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,16,4,aanyadutta41_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,,,,,,,,,,7,2,aanyadutta41_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,14,1,sanya.mishra54_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,7,4,piyush.mukherjee46_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,,,,,,,,,,15,2,ritvikjadhav71_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,15,4,sanyakhanna42_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,4,3,gaurav_patel37_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,,,,,,,,,,15,3,piyush_roy98_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,,,,,,,,,,7,4,isha.shah98_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,,,,,,,,,,7,5,isha.shah98_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,18,4,shivanidas49_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,17,3,aishwaryapillai9_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,,,,,,,,,,5,2,parth.mehta71_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,,,,,,,,,,11,5,isha.shah98_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,,,,,,,,,,13,4,parth.mehta71_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,4,3,piyush.mukherjee46_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,,,,,,,,,,8,3,nisha.roy42_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,,,,,,,,,,15,5,tanmaybhat96_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,17,3,sanyakhanna42_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,14,4,aditya.more30_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,,,,,,,,,,1,1,harshmalhotra12_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,12,5,harshmalhotra12_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,9,2,piyush.mukherjee46_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,,,,,,,,,,11,3,devkaur84_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,,,,,,,,,,2,5,piyush_roy98_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,18,4,nisha.roy42_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,4,4,sanya.mishra54_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,13,5,vihaan.thakur2_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,19,4,gaurav_patel37_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,13,5,tanvi.pandey49_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,18,3,piyush.mukherjee46_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,,,,,,,,,,3,4,vivaan.mishra53_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,8,5,pranav.more83_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,12,5,devkaur84_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,10,2,piyush_roy98_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,4,5,karangill89_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,18,3,aanya_malhotra56_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,,,,,,,,,,7,5,vivaan.mishra53_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,,,,,,,,,,13,3,vihaan.thakur2_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,,,,,,,,,,2,2,nishapandey33_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,,,,,,,,,,2,4,tanvi.pandey49_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,2,4,piyush_roy98_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,3,1,riyaghosh90_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,,,,,,,,,,20,4,richashah48_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,11,4,richashah48_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,,,,,,,,,,15,2,sanyakhanna42_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,20,2,parth.mehta71_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,,,,,,,,,,10,3,harsh.dutta10_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,,,,,,,,,,7,5,vihaan.thakur2_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,6,2,karangill89_t@college.edu,The teaching could be much better.,,,
SURVEY,,,,,,,,,,,6,3,richashah48_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,,,,,,,,,,19,5,mohammedgill36_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,3,3,aanya_malhotra56_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,,,,,,,,,,11,4,sanyagupta57_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,13,5,tanvi.pandey49_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,4,5,richashah48_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,11,5,harshmalhotra12_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,6,4,nishapandey33_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,12,5,divya_mukherjee23_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,16,2,sahil_chatterjee49_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,1,4,nisha.roy42_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,13,5,vihaan.thakur2_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,1,2,vivaan.mishra53_t@college.edu,The teaching could be much better.,,,
SURVEY,,,,,,,,,,,6,2,riyaghosh90_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,12,2,shivani.ghosh92_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,19,5,parth.mehta71_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,19,4,parth.mehta71_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,11,3,shivani.ghosh92_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,,,,,,,,,,1,3,sanyakhanna42_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,,,,,,,,,,6,2,piyush.mukherjee46_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,,,,,,,,,,7,4,sonali_saxena57_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,13,3,aditya.more30_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,,,,,,,,,,15,5,neeraj.ghosh29_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,2,4,richashah48_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,18,3,richashah48_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,,,,,,,,,,5,3,sakshi_mishra23_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,,,,,,,,,,14,5,vivaan.mishra53_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,17,2,shivanidas49_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,4,4,prateekbanerjee1_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,16,3,prateekbanerjee1_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,,,,,,,,,,7,1,shivani.ghosh92_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,,,,,,,,,,1,4,parth.mehta71_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,6,5,isha.shah98_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,19,2,siddharth_pandey30_t@college.edu,The teaching could be much better.,,,
SURVEY,,,,,,,,,,,13,5,siddharth_pandey30_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,12,4,aanya_malhotra56_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,6,3,sonali_saxena57_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,,,,,,,,,,15,4,sakshi_mishra23_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,,,,,,,,,,7,5,ritvikjadhav71_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,,,,,,,,,,5,5,sahil_chatterjee49_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,,,,,,,,,,15,1,nisha.roy42_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,,,,,,,,,,14,4,priya.pawar27_t@college.edu,The best teacher in our department.,,,
SURVEY,,,,,,,,,,,11,4,karangill89_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,,,,,,,,,,15,2,vivaan.mishra53_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,,,,,,,,,,11,4,tanvi.pandey49_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,15,2,vihaan.thakur2_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,,,,,,,,,,3,5,karangill89_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,17,5,tanvi.pandey49_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,8,5,riyaghosh90_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,,,,,,,,,,14,3,gaurav_patel37_t@college.edu,Could use more practical examples.,,,
SURVEY,,,,,,,,,,,11,5,shivanidas49_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,,,,,,,,,,9,5,sahil_chatterjee49_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,7,5,sanyakhanna42_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,,,,,,,,,,12,1,parth.mehta71_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,,,,,,,,,,7,5,harsh.dutta10_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,12,3,ritvikjadhav71_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,,,,,,,,,,16,1,devkaur84_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,17,3,pranav.more83_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,,,,,,,,,,6,4,siddharth_pandey30_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,,,,,,,,,,2,1,shivanidas49_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,,,,,,,,,,9,5,neeraj.ghosh29_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,,,,,,,,,,9,5,sakshi_mishra23_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,,,,,,,,,,2,4,neeraj.ghosh29_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,,,,,,,,,,10,4,nisha.roy42_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,,,,,,,,,,11,4,vihaan_pawar68_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,,,,,,,,,,17,4,vivaan.mishra53_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,,,,,,,,,,4,4,shivani.ghosh92_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,,,,,,,,,,17,3,parth.mehta71_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,,,,,,,,,,14,3,piyush_roy98_t@college.edu,More interactive sessions would be helpful.,,,
