row_type,username,email,role,dob,division,roll_no,course,department,subjects,experience,question_id,rating,teacher_email,comment,subject,description,status
QUESTION,,,teacher,,,,,,,,,,,,Workload fairness,How fair is the distribution of workload among faculty?,active
QUESTION,,,teacher,,,,,,,,,,,,Professional growth,How satisfied are you with professional development opportunities?,active
QUESTION,,,teacher,,,,,,,,,,,,Infrastructure quality,How would you rate the quality of classroom and lab infrastructure?,active
SURVEY,,vikram_shinde56@college.edu,,,,,,,,,4,4,meghareddy55_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,manav_jain24@college.edu,,,,,,,,,5,4,pooja_shah12_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,siddharth.ghosh8@college.edu,,,,,,,,,1,2,rahul_chauhan27_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,divyajoshi52@college.edu,,,,,,,,,6,5,amit_kaur91_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,sneha.kumar49@college.edu,,,,,,,,,6,3,kabirsrivastava31_t@college.edu,Could use more practical examples.,,,
SURVEY,,shivani_kaur5@college.edu,,,,,,,,,7,3,aparnatiwari43_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,dev.yadav61@college.edu,,,,,,,,,6,2,sai_kumar86_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,parth.thakur3@college.edu,,,,,,,,,4,4,garima_kulkarni38_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,yash.menon8@college.edu,,,,,,,,,2,3,varunpawar78_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,aanyamishra75@college.edu,,,,,,,,,3,5,meghareddy55_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,kavya.gupta35@college.edu,,,,,,,,,7,3,amit_kaur91_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,swatigill86@college.edu,,,,,,,,,9,2,aparnatiwari43_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,nishaghosh46@college.edu,,,,,,,,,8,5,komalarora30_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,divyabose21@college.edu,,,,,,,,,1,3,tanviyadav20_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,preeti.kumar62@college.edu,,,,,,,,,1,5,aarav.more12_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,komal.gupta96@college.edu,,,,,,,,,7,5,tushar.gill57_t@college.edu,The best teacher in our department.,,,
SURVEY,,aadhya_srivastava72@college.edu,,,,,,,,,1,2,payal_chauhan63_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,pooja_chauhan89@college.edu,,,,,,,,,4,3,abhishek_chowdhury69_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,nikhilshinde44@college.edu,,,,,,,,,7,4,aadhya.srivastava64_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,1,1,aarav.more12_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,gaurav_thakur83@college.edu,,,,,,,,,8,5,adityakumar52_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,ankit_rao85@college.edu,,,,,,,,,7,4,pranavmukherjee42_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,aarav.srivastava86@college.edu,,,,,,,,,7,2,kabirsrivastava31_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,isha_mishra78@college.edu,,,,,,,,,10,3,tanmay.singh98_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,isha.tiwari33@college.edu,,,,,,,,,7,5,adityakumar52_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,aditya.thakur3@college.edu,,,,,,,,,2,4,mohitpandey96_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,rohan.joshi15@college.edu,,,,,,,,,9,5,mohitpandey96_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,rahulsaxena55@college.edu,,,,,,,,,3,5,shrutiyadav87_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,priyadas10@college.edu,,,,,,,,,2,3,aparnatiwari43_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,aditi.joshi17@college.edu,,,,,,,,,5,5,sneha.yadav56_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,kunal_iyer30@college.edu,,,,,,,,,7,4,varunpawar78_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,7,4,aarav.more12_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,vikram_shinde56@college.edu,,,,,,,,,3,3,riya_mukherjee9_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,shalini_patel52@college.edu,,,,,,,,,10,4,tanviyadav20_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,aanya_verma52@college.edu,,,,,,,,,1,5,ritvikpawar4_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,nandini.dutta20@college.edu,,,,,,,,,9,4,kabirsrivastava31_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,6,3,reyansh.thakur99_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,10,5,preetijoshi52_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,neerajsen51@college.edu,,,,,,,,,6,1,aarav.more12_t@college.edu,The teaching could be much better.,,,
SURVEY,,dev.yadav61@college.edu,,,,,,,,,10,5,rahul_chauhan27_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,ankitakhanna44@college.edu,,,,,,,,,6,4,piyush_chowdhury63_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,6,4,diyatiwari69_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,neerajjadhav15@college.edu,,,,,,,,,8,4,preetijoshi52_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,7,3,shrutiyadav87_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,6,5,sakshi_arora22_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,swatigill86@college.edu,,,,,,,,,4,4,shrutiyadav87_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,mitali.menon40@college.edu,,,,,,,,,2,4,pranavmukherjee42_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,ankit_rao85@college.edu,,,,,,,,,6,4,pooja_shah12_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,shubhamkapoor6@college.edu,,,,,,,,,6,3,sakshi_tiwari70_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,vidhi_rao24@college.edu,,,,,,,,,1,5,sneha.yadav56_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,aishwarya.gill52@college.edu,,,,,,,,,10,4,tushar.gill57_t@college.edu,The best teacher in our department.,,,
SURVEY,,aarav.srivastava86@college.edu,,,,,,,,,10,3,sai_kumar86_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,neerajsen51@college.edu,,,,,,,,,6,4,kabirsrivastava31_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,sonali_kaur64@college.edu,,,,,,,,,10,4,mohitpandey96_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,mayank.jain33@college.edu,,,,,,,,,8,4,rahul.rao69_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,mitali.menon40@college.edu,,,,,,,,,10,4,neha.yadav89_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,2,5,reyansh.thakur99_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,shalini.shinde73@college.edu,,,,,,,,,5,5,payal_chauhan63_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,prateek.dubey66@college.edu,,,,,,,,,6,4,tanvi.singh22_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,2,1,sai_kumar86_t@college.edu,The teaching could be much better.,,,
SURVEY,,arnavmishra10@college.edu,,,,,,,,,1,4,abhishek_chowdhury69_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,8,1,garima_kulkarni38_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,aditya.tiwari66@college.edu,,,,,,,,,9,5,tanvi.singh22_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,aditya.thakur3@college.edu,,,,,,,,,2,5,kabirsrivastava31_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,richajoshi89@college.edu,,,,,,,,,9,3,amit_kaur91_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,kabir.patil78@college.edu,,,,,,,,,2,5,aparnatiwari43_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,sneha.kumar49@college.edu,,,,,,,,,5,3,abhishek_chowdhury69_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,sai_iyer44@college.edu,,,,,,,,,4,3,sumit.rao77_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,vidhi_rao46@college.edu,,,,,,,,,9,3,diyatiwari69_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,kunal_iyer30@college.edu,,,,,,,,,4,5,payal_chauhan63_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,10,5,pranavmukherjee42_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,aditya.thakur3@college.edu,,,,,,,,,7,5,rahul_chauhan27_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,kunal_iyer30@college.edu,,,,,,,,,4,2,chirag_pandey24_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,yash.kumar67@college.edu,,,,,,,,,4,5,adityakumar52_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,aanyamishra75@college.edu,,,,,,,,,5,3,tanmay.singh98_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,swatigill86@college.edu,,,,,,,,,2,5,sakshi_tiwari70_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,rajroy6@college.edu,,,,,,,,,7,5,sakshi_tiwari70_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,chiragmenon58@college.edu,,,,,,,,,9,2,amit_kaur91_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,priyadas10@college.edu,,,,,,,,,9,3,tanvi.singh22_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,tanmay.reddy88@college.edu,,,,,,,,,3,4,abhishek_chowdhury69_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,richa.mishra2@college.edu,,,,,,,,,9,2,amit_kaur91_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,aditya.thakur3@college.edu,,,,,,,,,3,4,sakshi_arora22_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,sonali.bajaj50@college.edu,,,,,,,,,1,2,rahul.rao69_t@college.edu,The teaching could be much better.,,,
SURVEY,,neerajsen51@college.edu,,,,,,,,,3,4,ritvikpawar4_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,sahil.dubey43@college.edu,,,,,,,,,2,3,diyatiwari69_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,vidhi_rao24@college.edu,,,,,,,,,1,5,sumit.rao77_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,simran.iyer87@college.edu,,,,,,,,,5,4,gaurav_nair33_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,ankit_rao85@college.edu,,,,,,,,,8,4,amit_kaur91_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,nishaghosh46@college.edu,,,,,,,,,7,5,abhishek_chowdhury69_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,sonali_ghosh9@college.edu,,,,,,,,,10,3,mohitpandey96_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,aadhyaverma4@college.edu,,,,,,,,,3,4,garima_kulkarni38_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,diyadas16@college.edu,,,,,,,,,4,4,shalinishah40_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,mayank.jain33@college.edu,,,,,,,,,3,3,tanmay_shinde15_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,aishwarya.gill52@college.edu,,,,,,,,,1,5,sakshi_arora22_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,shivani_kaur5@college.edu,,,,,,,,,9,4,gaurav_nair33_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,tanmay.khanna91@college.edu,,,,,,,,,4,3,aparnatiwari43_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,komalpandey55@college.edu,,,,,,,,,5,4,neha.yadav89_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,diyadas16@college.edu,,,,,,,,,1,5,payal_chauhan63_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,sneha.more94@college.edu,,,,,,,,,5,5,mohitpandey96_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,arnavmishra10@college.edu,,,,,,,,,8,3,aparnatiwari43_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,shalini_patel52@college.edu,,,,,,,,,2,4,tanviyadav20_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,vikram.ghosh45@college.edu,,,,,,,,,9,2,tanviyadav20_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,rohan.joshi15@college.edu,,,,,,,,,10,5,payal_chauhan63_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,aditi.joshi17@college.edu,,,,,,,,,10,4,amit_kaur91_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,1,1,aaravsingh83_t@college.edu,The teaching could be much better.,,,
SURVEY,,parth.thakur3@college.edu,,,,,,,,,7,5,aparnatiwari43_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,rajroy6@college.edu,,,,,,,,,4,4,adityakumar52_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,prateek.dubey66@college.edu,,,,,,,,,7,1,sumit.rao77_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,shivani_kaur5@college.edu,,,,,,,,,3,3,aadhya.srivastava64_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,shalini_rao69@college.edu,,,,,,,,,7,5,sai_kumar86_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,varun_more31@college.edu,,,,,,,,,9,3,meghareddy55_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,sahil.arora52@college.edu,,,,,,,,,3,5,ritvikpawar4_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,mitali.menon40@college.edu,,,,,,,,,6,4,tushar.gill57_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,jyoti.das51@college.edu,,,,,,,,,2,5,gaurav_nair33_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,karanpawar36@college.edu,,,,,,,,,4,5,pooja_shah12_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,rohan.thakur51@college.edu,,,,,,,,,3,5,tanmay.singh98_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,manav.srivastava67@college.edu,,,,,,,,,9,3,reyansh.thakur99_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,simran_das83@college.edu,,,,,,,,,1,2,aparnatiwari43_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,isha_mishra78@college.edu,,,,,,,,,8,2,meghareddy55_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,pranavarora14@college.edu,,,,,,,,,5,2,sakshi_tiwari70_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,rishi.more98@college.edu,,,,,,,,,4,5,shrutiyadav87_t@college.edu,The best teacher in our department.,,,
SURVEY,,kritithakur94@college.edu,,,,,,,,,6,4,reyansh.thakur99_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,rishi.pillai80@college.edu,,,,,,,,,6,4,neha.yadav89_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,vidhi_mehta24@college.edu,,,,,,,,,2,4,diyatiwari69_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,reyansh_dutta89@college.edu,,,,,,,,,10,5,diyatiwari69_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,8,4,adityakumar52_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,aditi.joshi4@college.edu,,,,,,,,,2,1,tanvi.singh22_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,pranavarora14@college.edu,,,,,,,,,7,5,tushar.gill57_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,10,5,kabirsrivastava31_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,isha.tiwari33@college.edu,,,,,,,,,7,5,mohitpandey96_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,siddharth.pandey44@college.edu,,,,,,,,,1,2,adityakumar52_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,simran.pawar73@college.edu,,,,,,,,,5,4,garima_kulkarni38_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,tanmay.reddy88@college.edu,,,,,,,,,9,3,tanvi.singh22_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,shivani_kaur5@college.edu,,,,,,,,,2,5,shalinishah40_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,kavya_singh23@college.edu,,,,,,,,,8,3,shrutiyadav87_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,ankitakhanna44@college.edu,,,,,,,,,6,3,sneha.yadav56_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,rajroy6@college.edu,,,,,,,,,4,4,rahul_chauhan27_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,aditi.joshi4@college.edu,,,,,,,,,9,5,payal_chauhan63_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,payal_mishra7@college.edu,,,,,,,,,9,5,pranavmukherjee42_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,vikram_shinde56@college.edu,,,,,,,,,8,4,pooja_shah12_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,10,3,preetijoshi52_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,preeti.kumar62@college.edu,,,,,,,,,8,4,preetijoshi52_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,pooja_chauhan89@college.edu,,,,,,,,,3,2,piyush_chowdhury63_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,karanpawar36@college.edu,,,,,,,,,4,5,rahul.rao69_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,2,4,preetijoshi52_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,jyoti.mehta12@college.edu,,,,,,,,,8,4,tushar.gill57_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,rishi.more98@college.edu,,,,,,,,,10,4,riya_mukherjee9_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,kunal_iyer30@college.edu,,,,,,,,,1,3,riya_mukherjee9_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,nishaghosh46@college.edu,,,,,,,,,3,5,adityakumar52_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,priyadas10@college.edu,,,,,,,,,6,4,sai_kumar86_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,4,4,pranav.mukherjee90_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,5,4,mohitpandey96_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,rohan.pawar27@college.edu,,,,,,,,,9,2,adityakumar52_t@college.edu,The teaching could be much better.,,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,7,3,komalarora30_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,jyoti.das51@college.edu,,,,,,,,,4,5,aarav.more12_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,prateek.dubey66@college.edu,,,,,,,,,3,5,aaravsingh83_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,kritithakur94@college.edu,,,,,,,,,10,3,riya_mukherjee9_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,neerajsen51@college.edu,,,,,,,,,9,3,shrutiyadav87_t@college.edu,Could use more practical examples.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,8,2,pranavmukherjee42_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,prateek_sharma60@college.edu,,,,,,,,,4,4,sakshi_tiwari70_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,1,2,sai_kumar86_t@college.edu,The teaching could be much better.,,,
SURVEY,,diyachowdhury25@college.edu,,,,,,,,,7,4,tanviyadav20_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,yash_chauhan80@college.edu,,,,,,,,,3,4,rahul_chauhan27_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,2,5,aaravsingh83_t@college.edu,The best teacher in our department.,,,
SURVEY,,manav_jain24@college.edu,,,,,,,,,4,4,gaurav_nair33_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,chiragdeshmukh82@college.edu,,,,,,,,,6,5,pooja_shah12_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,yash.kumar67@college.edu,,,,,,,,,3,5,neha.yadav89_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,simran_das83@college.edu,,,,,,,,,1,4,sumit.rao77_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,nishaghosh46@college.edu,,,,,,,,,8,1,amit_kaur91_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,komalpandey55@college.edu,,,,,,,,,1,4,sai_kumar86_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,shalini_rao69@college.edu,,,,,,,,,10,4,tanmay.singh98_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,5,5,gaurav_nair33_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,priyadas10@college.edu,,,,,,,,,1,3,tushar.gill57_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,tanmay_joshi78@college.edu,,,,,,,,,4,4,neha.yadav89_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,rupal_shah69@college.edu,,,,,,,,,3,1,ritvikpawar4_t@college.edu,The course feels disorganized at times.,,,
SURVEY,,chiragdeshmukh82@college.edu,,,,,,,,,5,5,diyatiwari69_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,vijay.pawar37@college.edu,,,,,,,,,5,5,piyush_chowdhury63_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,komal_sharma90@college.edu,,,,,,,,,6,5,komalarora30_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,1,5,ritvikpawar4_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,isha_mishra78@college.edu,,,,,,,,,5,5,rahul_chauhan27_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,sonali.reddy29@college.edu,,,,,,,,,2,5,tanviyadav20_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,sneha.kumar49@college.edu,,,,,,,,,5,2,amit_kaur91_t@college.edu,The teaching could be much better.,,,
SURVEY,,chiragdeshmukh82@college.edu,,,,,,,,,6,4,sakshi_tiwari70_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,chiragmenon58@college.edu,,,,,,,,,4,5,preetijoshi52_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,mohitsrivastava88@college.edu,,,,,,,,,2,4,riya_mukherjee9_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,mayankreddy5@college.edu,,,,,,,,,2,3,tanmay.singh98_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,shubhamkapoor6@college.edu,,,,,,,,,7,3,chirag_pandey24_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,richaarora66@college.edu,,,,,,,,,2,2,pooja_shah12_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,siddharth.pandey44@college.edu,,,,,,,,,5,2,reyansh.thakur99_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,sonali.reddy29@college.edu,,,,,,,,,9,4,sai_kumar86_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,aadhyaverma4@college.edu,,,,,,,,,7,5,aarav.more12_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,7,5,garima_kulkarni38_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,5,2,pooja_shah12_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,myra.yadav87@college.edu,,,,,,,,,3,4,abhishek_chowdhury69_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,5,5,kabirsrivastava31_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,neeraj_mukherjee69@college.edu,,,,,,,,,2,5,neha.yadav89_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,8,5,abhishek_chowdhury69_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,rishi.pillai80@college.edu,,,,,,,,,5,1,pranavmukherjee42_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,mayank.jain33@college.edu,,,,,,,,,4,2,aparnatiwari43_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,simran_das83@college.edu,,,,,,,,,6,3,mohitpandey96_t@college.edu,Sometimes hard to understand the explanations.,,,
SURVEY,,isha_chatterjee82@college.edu,,,,,,,,,4,5,shalinishah40_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,8,5,meghareddy55_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,tanmay_joshi78@college.edu,,,,,,,,,4,5,shrutiyadav87_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,rohan.pawar27@college.edu,,,,,,,,,10,5,amit_kaur91_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,myra.yadav87@college.edu,,,,,,,,,7,5,sumit.rao77_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,sakshiverma66@college.edu,,,,,,,,,9,3,sai_kumar86_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,vikram_bajaj49@college.edu,,,,,,,,,9,4,sakshi_arora22_t@college.edu,Makes the subject really interesting to study.,,,
